Sex,Age,Height(Inches),Weight(Pounds),BMI
1,31,65.95487,112.2416,18.14090443
0,31,66.32695,113.5088,18.14046028
1,20,68.26741,123.2998,18.60091649
0,35,70.78463,134.7647,18.91023997
0,20,70.4697,139.8125,19.79429234
0,33,64.96269,122.9922,20.49030362
0,21,68.34706,130.6799,19.66835062
1,28,73.07882,147.7522,19.45134906
1,35,70.32529,134.3631,19.10098553
0,28,72.11328,143.5666,19.40983038
1,21,72.90519,139.1213,18.40244629
1,22,64.87304,118.9879,19.87802004
1,34,68.88989,123.4282,18.28530618
1,19,69.17388,122.9818,18.06988533
1,32,66.71493,123.5503,19.51625836
0,30,67.02678,140.1351,21.93052554
1,26,67.30884,118.4517,18.38213325
0,33,62.58703,102.193,18.34219416
0,27,68.64869,129.519,19.32269942
1,22,67.74901,120.7554,18.49692254
1,31,71.64536,122.4384,16.77028067
0,18,66.66707,121.7723,19.26302977
0,30,68.299,127.1307,19.16110594
1,24,67.18546,119.8945,18.67443602
1,34,67.60484,145.6195,22.40076143
1,30,67.42626,110.1731,17.03790732
1,28,66.47848,117.1419,18.63583797
1,19,70.4336,135.951,19.26732651
0,35,66.14942,114.8362,18.4512399
1,27,65.24499,133.7044,22.08259897
1,25,68.29032,124.673,18.7954591
1,26,68.78918,132.8131,19.73328883
0,24,69.25119,130.8556,19.18388912
0,33,67.81337,131.5901,20.11830492
1,30,67.14685,129.0973,20.13096972
1,20,66.38206,119.9348,19.1356222
0,18,69.90033,135.8803,19.55225572
0,27,69.87924,147.5404,21.24288189
1,21,67.05535,123.0133,19.23463837
1,24,69.92107,150.7238,21.67527057
0,33,66.75984,108.9817,17.1918189
1,24,66.63653,106.6289,16.88297609
0,22,68.95163,126.1426,18.65398089
0,30,70.80464,141.4493,19.83700891
0,18,70.82565,142.3535,19.9519724
1,31,65.81239,142.3511,23.10704052
1,19,68.58827,121.4297,18.14780267
0,30,69.97348,121.2647,17.41270626
0,30,65.8631,120.7951,19.5777963
0,30,67.18395,137.6251,21.43706887
0,28,65.3295,112.2046,18.48378112
1,20,70.54919,143.444,20.2626922
1,29,64.27425,115.4872,19.65434796
1,28,70.23423,129.5721,18.46769402
1,18,68.52809,140.6879,21.06290729
0,19,66.50366,132.8973,21.12632163
1,18,66.6848,109.0765,17.24552071
1,29,68.96487,122.8685,18.16283077
1,26,65.95854,122.3757,19.77661436
1,33,71.1723,127.8293,17.7421903
0,20,70.53792,125.9055,17.79091265
0,34,68.59623,121.8365,18.20437372
1,28,63.09214,105.3814,18.61282401
1,31,70.15201,128.9654,18.42433389
1,22,69.93896,135.1878,19.43112673
0,35,68.3899,150.545,22.6298264
0,24,66.77273,118.2023,18.6391664
1,19,68.0307,112.1099,17.03071611
0,22,68.32284,117.0799,17.63393946
1,20,68.70199,135.324,20.15742333
1,26,69.18134,134.7164,19.78979762
0,20,70.76125,131.4654,18.45947302
1,24,67.4487,138.5211,21.40758063
1,30,65.80367,112.9028,18.33172379
1,29,67.84868,135.7776,20.73691492
0,28,70.37215,117.2445,16.64522474
0,23,68.05707,115.4099,17.5184385
1,23,67.83306,122.5637,18.72741649
1,23,68.36174,128.5694,19.34239396
0,27,67.68101,117.5547,18.04285086
0,27,65.56852,116.2469,19.01032064
1,34,65.84858,118.0476,19.14093541
1,32,67.48284,113.4292,17.51205005
0,19,68.15474,127.9674,19.36894827
1,22,67.60055,115.2546,17.7319555
0,29,66.3466,136.7939,21.8488313
0,27,68.00428,141.7709,21.55328276
0,23,65.89079,111.1971,18.00706183
1,21,69.71858,129.3685,18.71243481
1,30,66.92519,123.8781,19.44527699
0,23,67.86156,134.4959,20.53336803
1,32,72.30671,145.3807,19.5500727
1,30,69.04887,132.7148,19.57064006
0,33,68.37203,137.6722,20.70561466
1,19,69.46166,129.7161,18.90176637
0,24,64.55413,109.6147,18.49351903
1,31,62.91846,111.747,19.84625321
0,35,69.66751,114.9432,16.65027958
0,23,68.7226,114.1321,16.9905512
0,19,66.99763,119.7136,18.75095686
1,26,67.96265,129.548,19.71918345
0,18,62.54756,102.5937,18.43736153
1,27,67.69388,115.6799,17.74834712
1,31,68.17765,125.0763,18.91863482
1,25,66.84001,140.2859,22.07698864
1,27,70.49117,127.9204,18.09960907
0,18,64.38355,115.77,19.63563807
1,26,67.4107,115.8599,17.92562469
0,20,68.71162,136.6454,20.34854984
1,28,69.38429,112.8169,16.47595847
0,22,68.19334,121.7475,18.40665837
1,23,67.66466,120.6145,18.52143095
0,34,68.85946,136.1552,20.18858269
0,27,70.88504,132.1232,18.48709743
0,27,68.90069,128.3104,19.00262248
0,26,69.74202,148.7868,21.5067201
1,35,65.32131,122.75,20.22602562
0,19,66.05517,105.019,16.92205387
0,19,67.46121,124.1873,19.18526294
1,20,66.97366,119.5436,18.7377348
0,22,71.24954,125.3502,17.36039992
0,18,66.25833,105.2265,16.85167125
1,18,65.33602,127.9746,21.07741049
1,31,67.81863,124.7162,19.06442315
1,27,68.88544,123.1058,18.2399005
0,27,68.50931,123.0264,18.42883801
0,19,68.59759,132.1907,19.75067805
0,34,69.57731,143.1516,20.79025242
0,19,69.94225,131.2863,18.86857204
1,20,68.32527,127.9279,19.26643588
1,22,67.709,137.9562,21.15666686
0,21,68.14718,142.613,21.59047323
0,21,69.38748,135.7762,19.82714777
1,25,67.74435,131.3401,20.12102062
1,33,70.22145,133.1431,18.98357063
1,21,67.57101,127.27,19.59765225
0,20,67.8206,125.5015,19.18335153
0,23,66.2936,114.019,18.24033644
1,29,68.27218,119.0224,17.95312216
1,32,67.90289,140.4732,21.4198183
1,30,71.51032,134.635,18.51055139
0,34,69.78562,135.451,19.55460992
0,19,67.5308,123.7992,19.08591006
0,29,68.60276,140.7911,21.03249765
1,27,72.9157,137.3991,18.16940113
1,19,68.39973,114.1057,17.14736485
1,31,68.743,134.3778,19.99260512
1,31,67.07172,126.1538,19.71606646
0,24,66.5829,115.1352,18.25919093
0,34,68.20199,110.4711,16.69757523
1,22,68.5013,136.1652,20.40174547
0,22,67.65171,137.7229,21.15667554
1,28,69.73023,128.6487,18.60210239
1,29,65.67533,95.8643,15.62612168
1,27,68.98154,147.9151,21.85473596
0,19,68.41366,130.7171,19.63566338
1,18,67.65729,128.6169,19.75457384
1,31,70.93404,135.8496,18.98225472
1,28,71.4025,163.3466,22.52589665
1,21,68.66985,119.7289,17.85112614
1,30,67.29176,131.9414,20.48595136
0,23,69.39537,129.0571,18.84168481
0,34,67.96799,121.7029,18.52212868
0,31,66.18912,112.539,18.06045392
0,35,69.42809,133.8009,19.51584782
1,25,67.49189,117.2768,18.10121601
0,20,68.53399,120.6305,18.05693015
1,32,69.81642,119.9056,17.29510246
1,24,68.63746,127.091,18.96667548
1,23,68.8994,131.4347,19.46605661
0,30,67.9315,105.7268,16.10799562
1,32,71.5028,119.767,16.46985962
0,18,67.15119,127.6184,19.89778311
0,27,69.00578,123.6567,18.25767776
0,35,71.94177,158.7778,21.56881903
0,21,64.97172,133.6738,22.26365122
1,27,66.55485,134.9888,21.42580473
0,24,68.68354,132.3782,19.72922172
0,23,68.36506,124.8407,18.77961222
1,32,64.1255,115.6005,19.76500859
1,34,66.19137,129.8423,20.83590092
1,21,64.14117,121.0525,20.68706274
1,35,67.96989,133.8695,20.37264094
1,33,69.18067,133.8081,19.65674937
0,33,69.19612,119.4294,17.53664813
0,35,73.29095,153.6943,20.11666033
0,24,69.45026,117.4511,17.12017346
0,32,70.48029,146.3542,20.71422309
1,24,65.61927,127.5175,20.82120328
1,21,66.73212,120.9633,19.09776768
1,27,66.97858,135.7225,21.27055406
0,32,65.35568,131.9,21.71085586
1,27,66.13306,132.2003,21.25171721
0,30,66.19537,111.411,17.87605442
1,30,69.60618,115.0129,16.68974793
1,27,64.85576,131.9602,22.05691061
0,19,66.14641,117.3194,18.85194222
0,22,68.06858,147.1991,22.33626724
0,26,68.42537,139.2146,20.90495797
1,29,64.72761,113.471,19.04164934
1,20,67.12449,120.4451,18.79429166
0,34,68.2669,120.1299,18.12297851
0,24,64.63001,130.0922,21.89684962
1,25,65.93702,123.0907,19.90514907
1,22,69.72134,134.9164,19.51336272
0,25,67.2083,115.8391,18.03051693
1,33,72.91999,154.2153,20.39074465
1,19,69.98652,129.3433,18.5658126
1,33,67.19622,109.1018,16.98795309
0,25,68.80471,121.8463,18.09567686
0,18,68.95943,131.1717,19.39329683
1,24,70.71013,107.6082,15.13146297
1,33,69.31161,110.585,16.18389575
0,32,68.37667,139.5479,20.98486773
1,21,65.87762,108.2863,17.54270406
0,29,67.57576,137.937,21.23722277
0,30,69.04748,120.0193,17.69922489
1,32,64.96906,130.7477,21.77808634
0,25,65.00848,112.3542,18.69167031
0,25,69.66271,112.7833,16.33965532
1,24,68.36325,93.56304,14.07530279
0,28,67.78303,135.3219,20.70737048
1,35,68.35589,130.4797,19.63314567
1,20,69.08049,137.2105,20.21507476
1,18,66.18595,116.7954,18.74532388
1,24,69.8707,127.2318,18.32332592
1,35,68.14345,119.3634,18.07264716
1,18,71.50856,147.4461,20.27290795
0,26,67.58713,152.0826,23.40724723
0,35,69.32161,127.0991,18.59533547
0,32,64.32043,101.6548,17.27542879
0,18,70.04715,129.3431,18.53365821
1,34,67.95275,120.5799,18.3594501
0,26,69.3643,115.9751,16.94695061
1,24,65.61191,115.1222,18.80150191
1,27,66.45951,117.4793,18.70018504
1,28,67.01312,116.3448,18.21487204
0,22,67.15306,133.1964,20.76632738
0,29,68.38756,123.0091,18.49191324
1,29,66.91337,123.0284,19.31872203
0,31,69.39488,125.889,18.37941776
1,25,67.43209,136.7256,21.14050808
1,23,67.25651,125.2836,19.47262018
0,28,70.1574,129.8738,18.55125947
1,20,68.21801,145.046,21.91323457
0,32,66.54598,131.5953,20.89274733
0,23,67.91875,134.6972,20.52948349
0,21,65.47246,125.9926,20.66457815
0,33,68.64399,123.5308,18.43185474
1,18,67.54097,133.869,20.63213905
1,31,67.67111,127.5556,19.58356498
1,18,67.54769,129.9528,20.02458213
0,35,68.83269,116.6869,17.31535666
0,21,66.9893,116.2079,18.20637977
1,31,68.12926,139.5733,21.14140408
1,26,67.21663,117.1835,18.23525411
1,30,66.64897,119.2815,18.87926277
0,30,67.21762,127.3762,19.82078497
0,28,66.21812,121.0712,19.41270155
1,21,67.3438,133.4411,20.68679448
1,20,68.11292,109.9029,16.65516649
0,20,69.87913,127.7891,18.39914562
0,28,68.21125,138.5343,20.93360967
1,34,65.68767,141.1901,23.00569485
0,31,65.99233,113.6949,18.35493636
1,25,67.60517,102.2036,15.72190613
1,25,65.90505,139.2275,22.53649956
1,33,70.34152,127.0828,18.05768619
0,29,66.07605,120.0142,19.32605949
0,23,65.77453,126.9642,20.63310543
0,32,65.71341,112.0802,18.24818658
0,30,68.57546,141.1028,21.09584844
0,31,67.93372,112.6789,17.1660601
0,18,67.70726,136.6165,20.9522902
0,25,69.36386,143.3529,20.94781843
1,31,70.64307,133.4741,18.80427942
0,26,69.04345,143.0016,21.09088248
1,34,69.57571,154.5079,22.44058736
1,19,67.52772,136.2476,21.00697467
1,33,66.33405,120.4514,19.24587445
0,32,65.23795,115.1459,19.02158452
1,25,71.71197,127.5762,17.44155411
1,29,66.40209,110.5565,17.6286724
1,33,66.41322,123.2217,19.64160376
1,23,65.24322,132.3124,21.85388216
0,28,69.37652,144.9025,21.16653063
1,35,66.97944,116.5849,18.27082273
1,24,66.94715,116.96,18.347293
1,33,68.35779,119.4615,17.97424927
0,27,67.72118,116.2328,17.81880151
0,18,66.6547,123.8393,19.59727812
1,27,71.16116,131.0291,18.19200405
1,20,69.76995,132.3991,19.12260408
1,34,67.08047,123.6803,19.3244508
1,29,70.16271,132.0564,18.86016845
1,22,67.20725,125.4732,19.53068824
0,20,66.441,109.2837,17.40531524
1,32,70.43908,128.0154,18.13984999
0,20,67.42411,117.7129,18.20507356
0,19,67.23794,115.5231,17.96548143
0,25,65.54462,116.0185,18.9868085
1,35,68.58579,131.2912,19.62303375
1,22,71.46377,140.9955,19.41029917
0,20,67.02704,152.026,23.79121441
0,24,70.74595,150.4723,21.13743171
0,21,64.55871,123.1474,20.77372524
0,18,66.43466,128.8558,20.52642714
1,31,71.88538,129.4843,17.61711509
0,19,67.35006,136.4792,21.15384501
0,29,67.26021,123.2473,19.15401397
1,30,69.42105,131.1226,19.12907719
1,22,67.02923,118.0796,18.47758617
0,33,70.15598,143.471,20.49432212
0,34,68.16962,123.4292,18.67389841
1,35,69.33135,118.6,17.34699285
1,20,68.82239,119.6967,17.76730266
1,19,70.70061,132.7463,18.67131591
0,18,63.01405,116.679,20.65935392
1,26,70.79121,129.9765,18.23496738
1,20,70.10094,140.6238,20.11916582
1,27,67.68598,113.3493,17.3948314
0,23,70.44934,130.0917,18.42869384
0,28,68.47164,143.6588,21.54316949
1,25,69.22334,147.1708,21.59311881
1,24,69.05267,126.3728,18.63337312
1,21,69.22824,128.1722,18.8029539
1,28,69.30531,140.5582,20.57415417
1,18,67.3569,114.6302,17.7637107
0,23,68.14178,133.9639,20.28428286
1,32,67.50705,127.7368,19.70682209
1,21,68.87072,139.0535,20.61159032
0,20,67.27839,134.3672,20.8708872
0,34,66.97126,116.9116,18.32649819
0,28,67.27037,121.5396,18.88291307
0,28,66.01214,116.2959,18.7635757
0,22,65.90324,117.2595,18.98162237
0,29,65.97601,115.5695,18.66680383
0,29,65.01385,117.3807,19.5246721
1,27,68.3634,126.2682,18.99527151
1,35,66.71134,130.885,20.67708784
1,29,70.69657,120.929,17.01110786
1,27,70.69145,134.6101,18.93837409
1,25,71.82796,136.3967,18.58727064
1,34,65.57821,112.8178,18.4440943
1,34,67.87092,141.7216,21.63054183
0,31,69.38038,135.5633,19.80011022
1,31,69.34518,139.0857,20.33521389
1,34,67.16737,134.124,20.90203805
1,28,68.26749,122.9496,18.54804211
0,27,67.82439,129.221,19.74968296
0,35,63.97761,114.6071,19.68585685
0,23,68.59532,135.5424,20.25279758
1,26,65.85937,131.0302,21.23904982
0,25,65.73705,112.9266,18.37277069
1,21,68.55083,137.6187,20.58973892
0,20,66.17839,125.057,20.0758728
1,22,63.43905,103.7247,18.12039538
1,23,64.61373,115.6394,19.47399384
1,21,64.14292,114.1789,19.51134577
0,32,64.25756,122.5431,20.86600108
0,23,67.52237,137.2828,21.16993855
1,26,66.64326,119.2689,18.88050346
0,20,68.4414,129.9912,19.51079687
0,27,70.65253,114.6167,16.14326172
1,29,68.04596,113.3741,17.21503798
0,32,68.07645,115.4976,17.52177031
1,30,66.06383,119.0574,19.17907785
1,23,69.31688,138.3508,20.24428699
1,28,68.35005,130.7714,19.68040012
0,27,68.11006,121.5984,18.42910136
0,23,67.60474,132.0105,20.3073384
0,27,65.64374,111.5052,18.19312534
1,19,69.18597,145.8104,21.41663607
0,35,70.15414,127.0499,18.1495784
1,29,68.92615,117.2627,17.35364352
0,34,71.21385,125.7487,17.43305085
1,22,70.58186,116.7541,16.47725134
0,30,69.20943,126.4311,18.55761649
0,23,68.11377,133.0339,20.1600363
0,22,67.54765,130.4505,20.10129712
1,21,65.63714,130.5983,21.31263017
1,25,67.39903,143.0303,22.13704158
0,18,68.25314,120.4308,18.17569905
0,32,67.56373,130.1949,20.05236313
1,26,63.40403,138.8565,24.28462002
0,33,67.13774,114.4542,17.85242109
1,34,66.48756,135.5376,21.55647896
1,27,66.61374,123.9797,19.6436311
1,26,68.4256,130.75,19.63375163
1,33,71.18574,143.5065,19.91060186
1,21,67.99548,104.9198,15.95497728
0,24,68.42032,129.021,19.37711092
0,25,67.75353,110.3398,16.89923954
0,24,68.99095,135.43,20.00458065
1,28,66.73917,118.7027,18.73690344
0,31,73.15071,147.0571,19.32180655
0,27,66.71381,115.7718,18.2881646
1,30,67.26833,122.3568,19.01102978
0,35,69.68744,146.7596,21.24693658
0,21,71.24277,150.5403,20.85307028
0,29,67.21908,128.3988,19.97904202
1,35,67.04756,129.4247,20.24184223
0,28,68.03582,133.8249,20.32640171
0,29,66.73546,123.987,19.57319212
0,21,64.51386,145.7486,24.62051657
1,33,68.14688,109.3535,16.55539539
1,31,69.3206,149.6076,21.8890974
0,21,68.78965,136.5204,20.28384001
0,21,68.86876,136.3434,20.2110286
1,34,68.21886,131.5544,19.87445767
0,35,70.3612,110.3731,15.67456832
1,19,65.26249,108.1267,17.84861382
1,33,69.42921,124.1743,18.1111529
1,28,65.74235,129.9598,21.14060491
0,33,63.94659,130.0202,22.35501023
1,23,66.16987,127.7085,20.50680798
0,33,64.40661,114.9881,19.48905763
0,19,67.26361,111.7895,17.37158692
1,23,67.44707,130.3438,20.14480305
1,21,65.40338,102.6185,16.86646619
1,22,70.44362,129.8482,18.39718714
0,18,70.22944,138.4534,19.73622275
1,21,68.02875,132.7304,20.16435083
0,33,66.88354,116.153,18.25537474
0,26,68.52738,108.5851,16.2570149
1,26,68.12687,127.3693,19.29419721
0,20,69.64371,137.753,19.9680701
1,26,66.28769,122.0997,19.53654
0,30,67.5751,129.523,19.94216589
0,25,68.65998,123.6958,18.44787862
1,33,65.92461,120.7062,19.52689825
0,34,70.10254,139.5667,19.96701416
1,23,66.8777,132.8097,20.87689764
0,27,70.26733,136.3759,19.41912021
1,24,65.16569,137.0949,22.69771438
0,28,67.89454,133.6111,20.37847415
0,27,67.6881,131.3197,20.15134593
1,19,63.98477,117.5309,20.18355485
1,35,73.2731,120.6557,15.80001633
0,21,67.38426,148.594,23.00822791
1,24,69.40435,143.1126,20.88831043
1,35,67.50653,114.2218,17.6220429
1,31,68.20742,126.5535,19.12536533
0,27,71.0084,138.5358,19.31707592
0,29,66.08852,127.8555,20.58098642
0,31,67.10118,116.9214,18.25713033
1,29,68.0587,108.7064,16.50010237
1,30,68.40527,141.2409,21.22170031
0,19,68.86958,126.5546,18.75952728
0,30,69.42117,140.9856,20.56788915
0,25,66.8765,114.5692,18.01024547
1,29,67.38679,145.2286,22.48544239
0,30,69.73443,145.9757,21.10497682
0,23,67.22426,117.1126,18.22008447
1,32,67.8476,128.6058,19.64221224
0,22,70.25478,132.2171,18.83365865
1,25,65.66468,132.7203,21.64076027
1,32,65.68942,120.1367,19.57418405
1,18,70.35956,140.5765,19.96481638
1,31,67.89833,117.8036,17.96549554
0,29,71.29145,133.9801,18.53378947
1,31,68.07826,129.8407,19.69666859
0,35,67.88304,109.2468,16.66805721
1,21,65.7471,129.3293,21.03500152
0,22,70.82378,136.3718,19.11459904
1,24,68.98715,130.8191,19.32562612
1,27,68.20438,123.5732,18.67663305
0,21,69.0132,142.563,21.04463119
1,27,65.20002,100.3488,16.59646328
0,19,65.63714,135.9242,22.18177577
0,30,69.41814,121.004,17.65438547
1,28,69.3546,135.1652,19.75664392
1,19,69.87385,128.9834,18.57390834
1,20,69.48099,123.9738,18.05496876
1,27,63.8773,111.8653,19.27529856
0,21,67.05966,116.0247,18.13955312
0,29,66.56715,130.2285,20.66259841
1,34,67.36107,116.0479,17.98117863
0,28,67.11625,111.0254,17.32869286
0,34,69.29711,135.6468,19.85994909
1,19,69.78731,133.3097,19.24454546
1,35,69.29322,129.2499,18.92550833
1,29,70.9491,131.2845,18.33658672
0,19,66.63025,129.8742,20.56737297
0,34,65.36933,132.5488,21.80853822
1,27,68.85029,120.5336,17.87703144
0,35,67.71967,123.9878,19.00851158
0,33,69.43243,137.2161,20.01147798
0,27,70.39465,137.8235,19.55432326
1,25,68.07996,128.6478,19.51473255
0,26,68.71273,115.1458,17.1463829
1,22,67.11097,134.6806,21.02407196
1,32,65.95239,131.6371,21.27727729
1,19,66.32713,150.0352,23.97781329
0,33,68.22637,120.5216,18.20367956
1,29,70.70513,143.6464,20.20187688
1,24,67.97221,112.9209,17.1834504
0,27,69.24506,145.094,21.27505471
0,26,69.11257,129.4851,19.05919418
0,27,64.77694,114.4425,19.17543846
0,32,67.58057,117.4571,18.08149755
0,28,69.07466,130.3215,19.20336701
1,26,70.55491,145.2355,20.51243055
1,32,66.22396,109.8105,17.60404213
1,23,64.38465,109.9922,18.65503354
1,29,69.10443,130.7489,19.24974981
0,22,66.15927,144.2465,23.16982208
0,30,66.80091,112.0282,17.65067931
0,33,68.97519,128.6123,19.00620975
1,22,68.97731,133.5575,19.73579374
1,26,71.23152,142.6203,19.76222074
1,28,68.61435,140.4561,20.97536477
0,20,62.37781,124.7478,22.54091144
1,28,66.18523,121.0028,19.42102194
1,23,68.24677,133.8376,20.20285563
1,19,68.39773,128.4398,19.30256695
0,20,69.75441,131.3891,18.98518451
0,26,67.40124,110.1077,17.04043754
0,35,66.15482,121.3213,19.49004738
1,34,67.53005,146.2208,22.54311035
0,31,67.82452,132.4239,20.23912535
1,21,68.04693,132.7561,20.15747996
1,19,66.67182,107.1052,16.94044284
0,28,66.66155,127.8097,20.22142813
1,25,63.09378,126.804,22.39539275
0,22,67.74892,141.0813,21.61043574
1,29,70.21034,142.8787,20.37812217
0,28,64.37686,105.2929,17.86233915
0,21,71.11437,137.9506,19.17819294
1,31,67.62251,131.9704,20.2905016
1,20,67.05012,124.1539,19.41601377
0,25,67.02249,121.239,18.97579816
1,25,66.0373,107.355,17.30782452
0,18,68.17467,119.334,18.05165119
1,20,68.12509,125.4845,19.00967668
1,27,67.9441,129.4576,19.71618455
0,28,65.23296,134.0644,22.15022396
0,28,66.99444,134.4277,21.05765807
1,21,69.08538,127.8524,18.83368954
0,32,68.18635,121.5633,18.38257803
1,29,72.32435,131.5309,17.67899354
1,28,68.13306,110.3872,16.71867103
0,20,66.18912,112.8697,18.11352523
0,24,69.37225,124.8294,18.23661148
0,19,66.07944,134.7904,21.70326525
1,23,66.44596,118.9311,18.93900238
0,31,67.61141,113.2781,17.42227216
0,30,68.53111,131.2487,19.64799785
0,22,68.06372,123.56,18.75190353
0,22,68.76919,136.6776,20.31928164
1,28,71.16472,129.4277,17.96786879
0,18,70.48029,119.135,16.86175708
1,19,70.28214,134.233,19.10592932
1,25,70.8243,149.1779,20.9092633
1,31,66.79418,137.4535,21.66094409
1,26,64.55907,112.1905,18.92519557
0,19,68.29073,127.4853,19.2192052
1,26,67.16584,110.988,17.29728528
1,31,68.85305,131.1517,19.45030348
0,28,68.67427,126.2711,18.82412007
